Name,Common_name,Taxon_id,Latitude,Longitude,Group
Cortinarius melanotus,,1021225,54.766667,-127.166667,Macrofungi
Cortinarius melitus,,,44.673218,-63.655971,Macrofungi
Cortinarius miniatopus,,1151165,49.1,-120.8,Macrofungi
Cortinarius minutalis,,,49.5,-119.6,Macrofungi
Cortinarius miwok,,1089453,49.5,-119.6,Macrofungi
Cortinarius morrisii,,,45.988108,-74.005679,Macrofungi
Cortinarius nauseosouraceus,,957424,49.5,-119.6,Macrofungi
Cortinarius nigrellus,,1435261,45.37,-73.95,Macrofungi
Cortinarius niveoglobosus,,500063,49.5,-119.6,Macrofungi
Cortinarius norvegicus,,,49.5,-119.6,Macrofungi
Cortinarius ochroleucus,cream webcap,874955,60.063889,-128.703056,Macrofungi
Cortinarius ochropallens,,1152405,48.55,-123.666667,Macrofungi
Cortinarius olidus,,824014,49.5,-119.6,Macrofungi
Cortinarius olivaceopictus,,,49.5,-119.6,Macrofungi
Cortinarius olivaceostramineus,,,46.63,-72.04,Macrofungi
Cortinarius oregonensis,,964236,48.366667,-123.716667,Macrofungi
Cortinarius orellanus,fool's webcap,337849,49.5,-119.6,Macrofungi
Cortinarius oulankaensis,,989317,54.766667,-127.166667,Macrofungi
Cortinarius papulosus,,989315,54.766667,-127.166667,Macrofungi
Cortinarius paragaudis,,922177,49.5,-119.6,Macrofungi
Cortinarius parevernius,,,48.521944,-123.420556,Macrofungi
Cortinarius parkeri,,626565,49.5,-119.6,Macrofungi
Cortinarius pauperculus,,,49.5,-119.6,Macrofungi
Cortinarius pearsonii,,500062,46.316667,-74.216667,Macrofungi
Cortinarius periscelis,,,46.741104,-71.38349,Macrofungi
Cortinarius phaeopygmaeus,,,49.5,-119.6,Macrofungi
Cortinarius phyllophilus,,,49.5,-119.6,Macrofungi
Cortinarius pinetorum,,518761,45.569155,-73.169757,Macrofungi
Cortinarius pini,,989320,48.55,-123.666667,Macrofungi
Cortinarius pinophilus,,774086,48.55,-123.666667,Macrofungi
Cortinarius pluviorum,,1153928,52.15,-131.1,Macrofungi
Cortinarius pluvius,,499654,48.55,-123.666667,Macrofungi
Cortinarius polaris,,1603774,49.5,-119.6,Macrofungi
Cortinarius populinus,,989319,46.4783,-80.9417,Macrofungi
Cortinarius privignoides,,424319,60.063889,-128.703056,Macrofungi
Cortinarius pseudocandelaris,,,49.5,-119.6,Macrofungi
Cortinarius pseudocyanites,,,49.5,-119.6,Macrofungi
Cortinarius pseudoduracinus,,1152097,51.6522,-128.1297,Macrofungi
Cortinarius pseudonapus,,,49.5,-119.6,Macrofungi
Cortinarius pseudosalor,,1525314,49.5,-119.6,Macrofungi
Cortinarius pulchripes,,1533433,49.5,-119.6,Macrofungi
Cortinarius pygmaeus,,,52.166667,-131.083333,Macrofungi
Cortinarius rigens,,874950,49.5,-119.6,Macrofungi
Cortinarius rubeus,,,49.5,-119.6,Macrofungi
Cortinarius rubricosus,,989332,48.076817,-80.35572,Macrofungi
